customer_id,credit_score,risk_grade,external_active_loans,external_overdue_amount,bureau_pull_date
2315,557,HIGH,4,0,2025-01-01
2316,778,LOW,2,0,2025-01-01
2317,568,HIGH,2,0,2025-01-01
2318,504,HIGH,0,0,2025-01-01
2319,321,HIGH,4,0,2025-01-01
2320,646,MEDIUM,0,500,2025-01-01
2321,319,HIGH,0,1500,2025-01-01
2322,659,MEDIUM,3,0,2025-01-01
2323,790,LOW,1,0,2025-01-01
2324,685,LOW,0,1500,2025-01-01
2325,419,HIGH,2,500,2025-01-01
2326,657,MEDIUM,4,0,2025-01-01
2327,452,HIGH,1,500,2025-01-01
2328,482,HIGH,0,0,2025-01-01
2329,633,MEDIUM,3,0,2025-01-01
2330,768,LOW,1,0,2025-01-01
2331,699,LOW,1,0,2025-01-01
2332,597,MEDIUM,4,0,2025-01-01
2333,699,LOW,4,0,2025-01-01
2334,795,LOW,4,0,2025-01-01
2335,390,HIGH,4,0,2025-01-01
2336,645,MEDIUM,0,0,2025-01-01
2337,596,MEDIUM,2,1500,2025-01-01
2338,830,LOW,2,0,2025-01-01
2339,559,HIGH,0,0,2025-01-01
2340,753,LOW,2,500,2025-01-01
2341,786,LOW,4,1500,2025-01-01
2342,801,LOW,2,0,2025-01-01
2343,572,HIGH,0,0,2025-01-01
2344,438,HIGH,2,0,2025-01-01
2345,480,HIGH,2,0,2025-01-01
2346,603,MEDIUM,3,1500,2025-01-01
2347,516,HIGH,2,0,2025-01-01
2348,835,LOW,1,0,2025-01-01
2349,846,LOW,1,0,2025-01-01
2350,534,HIGH,2,0,2025-01-01
2351,390,HIGH,0,0,2025-01-01
2352,710,LOW,4,0,2025-01-01
2353,839,LOW,4,0,2025-01-01
2354,746,LOW,0,500,2025-01-01
2355,494,HIGH,2,1500,2025-01-01
2356,584,MEDIUM,1,500,2025-01-01
2357,824,LOW,2,0,2025-01-01
2358,805,LOW,2,0,2025-01-01
2359,414,HIGH,0,500,2025-01-01
2360,448,HIGH,2,0,2025-01-01
2361,481,HIGH,0,0,2025-01-01
2362,752,LOW,1,0,2025-01-01
2363,695,LOW,2,0,2025-01-01
2364,570,HIGH,3,0,2025-01-01
2365,634,MEDIUM,1,500,2025-01-01
2366,386,HIGH,4,0,2025-01-01
2367,686,LOW,0,0,2025-01-01
2368,395,HIGH,3,1500,2025-01-01
2369,551,HIGH,1,0,2025-01-01
2370,518,HIGH,3,0,2025-01-01
2371,836,LOW,1,500,2025-01-01
2372,710,LOW,0,0,2025-01-01
2373,499,HIGH,2,0,2025-01-01
2374,659,MEDIUM,1,1500,2025-01-01
2375,334,HIGH,0,0,2025-01-01
2376,314,HIGH,4,0,2025-01-01
2377,480,HIGH,1,0,2025-01-01
2378,518,HIGH,1,0,2025-01-01
2379,330,HIGH,2,0,2025-01-01
2380,780,LOW,4,0,2025-01-01
2381,367,HIGH,0,1500,2025-01-01
2382,664,MEDIUM,0,0,2025-01-01
2383,371,HIGH,3,1500,2025-01-01
2384,486,HIGH,3,0,2025-01-01
2385,849,LOW,3,1500,2025-01-01
2386,617,MEDIUM,2,500,2025-01-01
2387,486,HIGH,0,0,2025-01-01
2388,838,LOW,2,0,2025-01-01
2389,674,LOW,4,500,2025-01-01
2390,573,HIGH,2,500,2025-01-01
2391,704,LOW,2,0,2025-01-01
2392,453,HIGH,1,500,2025-01-01
2393,486,HIGH,3,0,2025-01-01
2394,765,LOW,2,1500,2025-01-01
2395,795,LOW,1,0,2025-01-01
2396,500,HIGH,1,0,2025-01-01
2397,611,MEDIUM,0,0,2025-01-01
2398,474,HIGH,4,0,2025-01-01
2399,403,HIGH,3,0,2025-01-01
2400,817,LOW,4,500,2025-01-01
2401,683,LOW,3,0,2025-01-01
2402,818,LOW,3,0,2025-01-01
2403,338,HIGH,4,1500,2025-01-01
2404,662,MEDIUM,1,500,2025-01-01
2405,688,LOW,1,0,2025-01-01
2406,528,HIGH,0,1500,2025-01-01
2407,581,MEDIUM,2,0,2025-01-01
2408,331,HIGH,1,0,2025-01-01
2409,427,HIGH,2,1500,2025-01-01
2410,349,HIGH,4,0,2025-01-01
2411,420,HIGH,0,500,2025-01-01
2412,832,LOW,0,0,2025-01-01
2413,390,HIGH,3,0,2025-01-01
2414,364,HIGH,4,0,2025-01-01
2415,537,HIGH,2,1500,2025-01-01
2416,364,HIGH,1,0,2025-01-01
2417,734,LOW,3,0,2025-01-01
2418,828,LOW,2,1500,2025-01-01
2419,329,HIGH,1,500,2025-01-01
2420,775,LOW,0,1500,2025-01-01
2421,485,HIGH,3,0,2025-01-01
2422,817,LOW,1,500,2025-01-01
2423,759,LOW,2,0,2025-01-01
2424,470,HIGH,2,500,2025-01-01
2425,317,HIGH,1,0,2025-01-01
2426,697,LOW,1,500,2025-01-01
2427,808,LOW,2,500,2025-01-01
2428,607,MEDIUM,0,0,2025-01-01
2429,736,LOW,4,0,2025-01-01
2430,369,HIGH,3,0,2025-01-01
2431,440,HIGH,3,0,2025-01-01
2432,502,HIGH,3,0,2025-01-01
2433,561,HIGH,0,0,2025-01-01
2434,778,LOW,1,0,2025-01-01
2435,329,HIGH,1,1500,2025-01-01
2436,390,HIGH,1,0,2025-01-01
2437,704,LOW,4,0,2025-01-01
2438,713,LOW,0,0,2025-01-01
2439,775,LOW,0,0,2025-01-01
2440,507,HIGH,0,0,2025-01-01
2441,695,LOW,4,0,2025-01-01
2442,402,HIGH,1,1500,2025-01-01
2443,757,LOW,1,0,2025-01-01
2444,727,LOW,0,0,2025-01-01
2445,769,LOW,1,0,2025-01-01
2446,385,HIGH,2,1500,2025-01-01
2447,843,LOW,2,1500,2025-01-01
2448,450,HIGH,3,0,2025-01-01
2449,558,HIGH,3,0,2025-01-01
2450,596,MEDIUM,0,0,2025-01-01
2451,749,LOW,4,1500,2025-01-01
2452,652,MEDIUM,0,0,2025-01-01
2453,834,LOW,1,1500,2025-01-01
2454,549,HIGH,3,500,2025-01-01
2455,383,HIGH,3,0,2025-01-01
2456,554,HIGH,0,0,2025-01-01
2457,770,LOW,0,1500,2025-01-01
2458,789,LOW,1,1500,2025-01-01
2459,469,HIGH,3,0,2025-01-01
2460,652,MEDIUM,1,500,2025-01-01
2461,521,HIGH,3,0,2025-01-01
2462,573,HIGH,3,1500,2025-01-01
2463,327,HIGH,2,0,2025-01-01
2464,507,HIGH,4,0,2025-01-01
2465,355,HIGH,3,0,2025-01-01
2466,631,MEDIUM,1,0,2025-01-01
2467,584,MEDIUM,4,500,2025-01-01
2468,475,HIGH,4,0,2025-01-01
2469,328,HIGH,4,0,2025-01-01
2470,742,LOW,4,0,2025-01-01
2471,690,LOW,4,0,2025-01-01
2472,412,HIGH,3,500,2025-01-01
2473,647,MEDIUM,4,0,2025-01-01
2474,727,LOW,0,500,2025-01-01
2475,625,MEDIUM,2,0,2025-01-01
2476,438,HIGH,0,500,2025-01-01
2477,684,LOW,3,1500,2025-01-01
2478,352,HIGH,0,0,2025-01-01
2479,339,HIGH,1,0,2025-01-01
2480,610,MEDIUM,0,500,2025-01-01
2481,345,HIGH,0,0,2025-01-01
2482,844,LOW,4,0,2025-01-01
2483,331,HIGH,2,1500,2025-01-01
2484,812,LOW,0,0,2025-01-01
2485,696,LOW,2,0,2025-01-01
2486,821,LOW,0,1500,2025-01-01
2487,322,HIGH,3,0,2025-01-01
2488,829,LOW,2,0,2025-01-01
2489,385,HIGH,2,0,2025-01-01
2490,523,HIGH,3,0,2025-01-01
2491,771,LOW,2,0,2025-01-01
2492,822,LOW,4,0,2025-01-01
2493,727,LOW,3,0,2025-01-01
2494,343,HIGH,2,0,2025-01-01
2495,326,HIGH,0,1500,2025-01-01
2496,320,HIGH,0,1500,2025-01-01
2497,331,HIGH,3,0,2025-01-01
2498,315,HIGH,4,0,2025-01-01
2499,752,LOW,3,0,2025-01-01
2500,609,MEDIUM,2,0,2025-01-01
2501,759,LOW,1,0,2025-01-01
2502,572,HIGH,0,0,2025-01-01
2503,333,HIGH,2,0,2025-01-01
2504,324,HIGH,3,0,2025-01-01
2505,680,LOW,2,1500,2025-01-01
2506,801,LOW,1,1500,2025-01-01
2507,701,LOW,2,0,2025-01-01
2508,739,LOW,1,0,2025-01-01
2509,835,LOW,3,0,2025-01-01
2510,639,MEDIUM,1,1500,2025-01-01
2511,710,LOW,1,0,2025-01-01
2512,421,HIGH,3,500,2025-01-01
2513,522,HIGH,4,0,2025-01-01
2514,812,LOW,2,500,2025-01-01
2515,654,MEDIUM,1,0,2025-01-01
2516,407,HIGH,0,500,2025-01-01
2517,626,MEDIUM,0,0,2025-01-01
2518,778,LOW,4,0,2025-01-01
2519,415,HIGH,4,500,2025-01-01
2520,725,LOW,0,0,2025-01-01
2521,303,HIGH,0,0,2025-01-01
2522,541,HIGH,0,0,2025-01-01
2523,675,LOW,2,0,2025-01-01
2524,522,HIGH,1,1500,2025-01-01
2525,695,LOW,0,0,2025-01-01
2526,815,LOW,1,0,2025-01-01
2527,671,LOW,4,0,2025-01-01
2528,666,MEDIUM,3,1500,2025-01-01
2529,495,HIGH,2,1500,2025-01-01
2530,463,HIGH,4,0,2025-01-01
2531,369,HIGH,0,0,2025-01-01
2532,716,LOW,4,1500,2025-01-01
2533,640,MEDIUM,0,0,2025-01-01
2534,568,HIGH,2,0,2025-01-01
2535,563,HIGH,3,0,2025-01-01
2536,334,HIGH,2,1500,2025-01-01
2537,312,HIGH,1,0,2025-01-01
2538,495,HIGH,4,500,2025-01-01
2539,810,LOW,4,0,2025-01-01
2540,761,LOW,3,500,2025-01-01
2541,379,HIGH,2,0,2025-01-01
2542,419,HIGH,1,500,2025-01-01
2543,623,MEDIUM,4,0,2025-01-01
2544,459,HIGH,1,0,2025-01-01
2545,803,LOW,0,0,2025-01-01
2546,540,HIGH,4,0,2025-01-01
2547,739,LOW,1,0,2025-01-01
2548,832,LOW,4,0,2025-01-01
2549,818,LOW,2,0,2025-01-01
2550,703,LOW,3,0,2025-01-01
2551,843,LOW,1,1500,2025-01-01
2552,849,LOW,3,0,2025-01-01
2553,491,HIGH,2,0,2025-01-01
2554,357,HIGH,3,0,2025-01-01
2555,801,LOW,0,0,2025-01-01
2556,636,MEDIUM,1,0,2025-01-01
2557,811,LOW,2,0,2025-01-01
2558,636,MEDIUM,2,0,2025-01-01
2559,336,HIGH,1,0,2025-01-01
2560,620,MEDIUM,3,0,2025-01-01
2561,649,MEDIUM,1,500,2025-01-01
2562,782,LOW,3,0,2025-01-01
2563,745,LOW,1,1500,2025-01-01
2564,822,LOW,0,0,2025-01-01
2565,766,LOW,4,0,2025-01-01
2566,798,LOW,2,1500,2025-01-01
2567,610,MEDIUM,4,0,2025-01-01
2568,327,HIGH,1,0,2025-01-01
2569,672,LOW,2,0,2025-01-01
2570,769,LOW,1,0,2025-01-01
2571,493,HIGH,3,0,2025-01-01
2572,403,HIGH,0,0,2025-01-01
2573,731,LOW,4,1500,2025-01-01
2574,446,HIGH,2,0,2025-01-01
2575,616,MEDIUM,2,0,2025-01-01
2576,798,LOW,2,0,2025-01-01
2577,555,HIGH,4,0,2025-01-01
2578,472,HIGH,1,0,2025-01-01
2579,617,MEDIUM,2,1500,2025-01-01
2580,362,HIGH,0,0,2025-01-01
2581,564,HIGH,1,500,2025-01-01
2582,736,LOW,2,0,2025-01-01
2583,426,HIGH,2,0,2025-01-01
2584,434,HIGH,0,500,2025-01-01
2585,436,HIGH,1,1500,2025-01-01
2586,795,LOW,4,0,2025-01-01
2587,397,HIGH,0,500,2025-01-01
2588,694,LOW,4,0,2025-01-01
2589,348,HIGH,2,0,2025-01-01
2590,796,LOW,1,500,2025-01-01
2591,644,MEDIUM,0,500,2025-01-01
2592,663,MEDIUM,2,0,2025-01-01
2593,474,HIGH,0,1500,2025-01-01
2594,849,LOW,2,0,2025-01-01
2595,756,LOW,0,0,2025-01-01
2596,551,HIGH,0,1500,2025-01-01
2597,769,LOW,2,1500,2025-01-01
2598,563,HIGH,1,0,2025-01-01
2599,342,HIGH,3,0,2025-01-01
2600,335,HIGH,1,0,2025-01-01
2601,342,HIGH,2,0,2025-01-01
2602,311,HIGH,0,0,2025-01-01
2603,318,HIGH,2,0,2025-01-01
2604,429,HIGH,1,0,2025-01-01
2605,830,LOW,4,0,2025-01-01
2606,815,LOW,0,0,2025-01-01
2607,536,HIGH,2,0,2025-01-01
2608,661,MEDIUM,2,1500,2025-01-01
2609,728,LOW,1,0,2025-01-01
2610,319,HIGH,3,0,2025-01-01
2611,613,MEDIUM,2,500,2025-01-01
2612,626,MEDIUM,2,0,2025-01-01
2613,409,HIGH,3,0,2025-01-01
2614,353,HIGH,4,0,2025-01-01
2615,770,LOW,3,0,2025-01-01
2616,378,HIGH,2,0,2025-01-01
2617,595,MEDIUM,0,1500,2025-01-01
2618,684,LOW,4,500,2025-01-01
2619,723,LOW,2,0,2025-01-01
2620,831,LOW,4,0,2025-01-01
2621,587,MEDIUM,4,0,2025-01-01
2622,609,MEDIUM,0,1500,2025-01-01
2623,757,LOW,4,500,2025-01-01
2624,800,LOW,1,0,2025-01-01
2625,559,HIGH,1,0,2025-01-01
2626,807,LOW,4,500,2025-01-01
2627,571,HIGH,0,0,2025-01-01
2628,569,HIGH,3,0,2025-01-01
2629,787,LOW,2,0,2025-01-01
2630,767,LOW,4,1500,2025-01-01
2631,733,LOW,1,1500,2025-01-01
2632,842,LOW,1,0,2025-01-01
2633,768,LOW,0,0,2025-01-01
2634,472,HIGH,2,0,2025-01-01
2635,329,HIGH,1,1500,2025-01-01
2636,396,HIGH,4,500,2025-01-01
2637,450,HIGH,0,0,2025-01-01
2638,612,MEDIUM,3,0,2025-01-01
2639,670,LOW,4,0,2025-01-01
2640,438,HIGH,2,0,2025-01-01
2641,338,HIGH,4,1500,2025-01-01
2642,749,LOW,0,0,2025-01-01
2643,458,HIGH,3,0,2025-01-01
2644,509,HIGH,2,0,2025-01-01
2645,316,HIGH,2,500,2025-01-01
2646,401,HIGH,2,1500,2025-01-01
2647,740,LOW,1,500,2025-01-01
2648,634,MEDIUM,3,0,2025-01-01
2649,667,MEDIUM,1,0,2025-01-01
2650,790,LOW,4,0,2025-01-01
2651,558,HIGH,3,0,2025-01-01
2652,610,MEDIUM,0,1500,2025-01-01
2653,744,LOW,3,0,2025-01-01
2654,631,MEDIUM,1,0,2025-01-01
2655,363,HIGH,4,1500,2025-01-01
2656,657,MEDIUM,2,0,2025-01-01
2657,413,HIGH,0,1500,2025-01-01
2658,650,MEDIUM,3,0,2025-01-01
2659,503,HIGH,2,0,2025-01-01
2660,763,LOW,1,0,2025-01-01
2661,803,LOW,0,0,2025-01-01
2662,740,LOW,4,0,2025-01-01
2663,369,HIGH,4,0,2025-01-01
2664,773,LOW,1,1500,2025-01-01
2665,713,LOW,3,500,2025-01-01
2666,646,MEDIUM,4,500,2025-01-01
2667,652,MEDIUM,1,0,2025-01-01
2668,810,LOW,3,500,2025-01-01
2669,660,MEDIUM,1,1500,2025-01-01
2670,513,HIGH,3,0,2025-01-01
2671,833,LOW,2,0,2025-01-01
2672,502,HIGH,2,1500,2025-01-01
2673,327,HIGH,3,0,2025-01-01
2674,710,LOW,4,1500,2025-01-01
2675,541,HIGH,4,0,2025-01-01
2676,431,HIGH,2,0,2025-01-01
2677,568,HIGH,0,0,2025-01-01
2678,581,MEDIUM,4,0,2025-01-01
2679,406,HIGH,0,500,2025-01-01
2680,543,HIGH,2,0,2025-01-01
2681,355,HIGH,2,0,2025-01-01
2682,716,LOW,2,0,2025-01-01
2683,791,LOW,0,0,2025-01-01
2684,425,HIGH,2,0,2025-01-01
2685,412,HIGH,4,0,2025-01-01
2686,787,LOW,1,0,2025-01-01
2687,664,MEDIUM,0,0,2025-01-01
2688,651,MEDIUM,3,0,2025-01-01
2689,704,LOW,3,500,2025-01-01
2690,347,HIGH,3,0,2025-01-01
2691,376,HIGH,1,0,2025-01-01
2692,703,LOW,1,0,2025-01-01
2693,515,HIGH,3,0,2025-01-01
2694,530,HIGH,0,0,2025-01-01
2695,511,HIGH,3,0,2025-01-01
2696,834,LOW,3,0,2025-01-01
2697,427,HIGH,0,0,2025-01-01
2698,763,LOW,1,1500,2025-01-01
2699,586,MEDIUM,4,0,2025-01-01
2700,535,HIGH,4,1500,2025-01-01
2701,790,LOW,0,0,2025-01-01
2702,625,MEDIUM,0,0,2025-01-01
2703,467,HIGH,0,0,2025-01-01
2704,644,MEDIUM,3,0,2025-01-01
2705,830,LOW,0,0,2025-01-01
2706,321,HIGH,2,0,2025-01-01
2707,773,LOW,2,1500,2025-01-01
2708,603,MEDIUM,2,0,2025-01-01
2709,303,HIGH,1,1500,2025-01-01
2710,364,HIGH,0,0,2025-01-01
2711,588,MEDIUM,2,0,2025-01-01
2712,771,LOW,4,0,2025-01-01
2713,715,LOW,2,0,2025-01-01
2714,828,LOW,2,0,2025-01-01
2715,523,HIGH,4,0,2025-01-01
2716,327,HIGH,4,1500,2025-01-01
2717,472,HIGH,2,500,2025-01-01
2718,762,LOW,4,500,2025-01-01
2719,515,HIGH,0,500,2025-01-01
2720,611,MEDIUM,3,0,2025-01-01
2721,304,HIGH,1,0,2025-01-01
2722,322,HIGH,2,1500,2025-01-01
2723,463,HIGH,3,1500,2025-01-01
2724,729,LOW,1,0,2025-01-01
2725,381,HIGH,2,0,2025-01-01
2726,396,HIGH,3,0,2025-01-01
2727,563,HIGH,1,500,2025-01-01
2728,653,MEDIUM,2,500,2025-01-01
2729,451,HIGH,3,500,2025-01-01
2730,321,HIGH,3,1500,2025-01-01
2731,748,LOW,0,0,2025-01-01
2732,558,HIGH,4,500,2025-01-01
2733,405,HIGH,4,500,2025-01-01
2734,554,HIGH,2,1500,2025-01-01
2735,481,HIGH,3,0,2025-01-01
2736,579,HIGH,3,0,2025-01-01
2737,454,HIGH,3,500,2025-01-01
2738,310,HIGH,0,0,2025-01-01
2739,382,HIGH,4,500,2025-01-01
2740,407,HIGH,4,0,2025-01-01
2741,332,HIGH,1,0,2025-01-01
2742,735,LOW,0,0,2025-01-01
2743,512,HIGH,0,0,2025-01-01
2744,584,MEDIUM,3,500,2025-01-01
2745,755,LOW,2,1500,2025-01-01
2746,508,HIGH,0,0,2025-01-01
2747,659,MEDIUM,2,500,2025-01-01
2748,849,LOW,4,500,2025-01-01
2749,629,MEDIUM,4,0,2025-01-01
2750,749,LOW,3,500,2025-01-01
2751,475,HIGH,4,0,2025-01-01
2752,727,LOW,3,0,2025-01-01
2753,483,HIGH,4,1500,2025-01-01
2754,775,LOW,2,500,2025-01-01
2755,519,HIGH,3,0,2025-01-01
2756,731,LOW,4,0,2025-01-01
2757,457,HIGH,2,0,2025-01-01
2758,791,LOW,2,0,2025-01-01
2759,810,LOW,3,500,2025-01-01
2760,425,HIGH,3,500,2025-01-01
2761,459,HIGH,3,0,2025-01-01
2762,517,HIGH,1,0,2025-01-01
2763,844,LOW,4,0,2025-01-01
2764,715,LOW,0,1500,2025-01-01
2765,836,LOW,0,0,2025-01-01
2766,375,HIGH,1,0,2025-01-01
2767,378,HIGH,3,0,2025-01-01
2768,312,HIGH,1,0,2025-01-01
2769,473,HIGH,3,500,2025-01-01
2770,472,HIGH,0,1500,2025-01-01
2771,832,LOW,1,0,2025-01-01
2772,306,HIGH,2,0,2025-01-01
2773,819,LOW,1,0,2025-01-01
2774,319,HIGH,1,0,2025-01-01
2775,649,MEDIUM,3,0,2025-01-01
2776,512,HIGH,4,500,2025-01-01
2777,423,HIGH,2,500,2025-01-01
2778,350,HIGH,4,0,2025-01-01
2779,689,LOW,3,0,2025-01-01
2780,329,HIGH,3,0,2025-01-01
2781,359,HIGH,3,1500,2025-01-01
2782,763,LOW,2,0,2025-01-01
2783,512,HIGH,1,0,2025-01-01
2784,428,HIGH,4,0,2025-01-01
2785,477,HIGH,0,500,2025-01-01
2786,377,HIGH,2,0,2025-01-01
2787,323,HIGH,1,1500,2025-01-01
2788,794,LOW,4,0,2025-01-01
2789,707,LOW,3,0,2025-01-01
2790,349,HIGH,4,0,2025-01-01
2791,762,LOW,2,1500,2025-01-01
2792,595,MEDIUM,1,500,2025-01-01
2793,699,LOW,0,500,2025-01-01
2794,493,HIGH,4,0,2025-01-01
2795,584,MEDIUM,1,0,2025-01-01
2796,829,LOW,1,0,2025-01-01
2797,723,LOW,4,1500,2025-01-01
2798,603,MEDIUM,3,0,2025-01-01
2799,783,LOW,0,500,2025-01-01
2800,791,LOW,2,1500,2025-01-01
2801,477,HIGH,1,0,2025-01-01
2802,700,LOW,2,0,2025-01-01
2803,553,HIGH,1,0,2025-01-01
2804,328,HIGH,0,0,2025-01-01
2805,462,HIGH,3,1500,2025-01-01
2806,754,LOW,3,0,2025-01-01
2807,410,HIGH,2,0,2025-01-01
2808,368,HIGH,2,1500,2025-01-01
2809,368,HIGH,4,1500,2025-01-01
2810,619,MEDIUM,3,0,2025-01-01
2811,805,LOW,2,1500,2025-01-01
2812,370,HIGH,0,500,2025-01-01
2813,561,HIGH,1,0,2025-01-01
2814,385,HIGH,3,500,2025-01-01
2815,318,HIGH,1,0,2025-01-01
2816,564,HIGH,4,0,2025-01-01
2817,407,HIGH,0,500,2025-01-01
2818,694,LOW,3,1500,2025-01-01
2819,320,HIGH,1,0,2025-01-01
2820,363,HIGH,1,0,2025-01-01
2821,614,MEDIUM,1,0,2025-01-01
2822,388,HIGH,1,500,2025-01-01
2823,774,LOW,4,0,2025-01-01
2824,342,HIGH,0,0,2025-01-01
2825,604,MEDIUM,0,0,2025-01-01
2826,308,HIGH,1,0,2025-01-01
2827,583,MEDIUM,1,1500,2025-01-01
2828,322,HIGH,1,0,2025-01-01
2829,435,HIGH,4,0,2025-01-01
2830,532,HIGH,3,500,2025-01-01
2831,420,HIGH,1,1500,2025-01-01
2832,629,MEDIUM,0,0,2025-01-01
2833,500,HIGH,2,1500,2025-01-01
2834,768,LOW,0,0,2025-01-01
2835,541,HIGH,4,0,2025-01-01
2836,710,LOW,0,0,2025-01-01
2837,641,MEDIUM,0,1500,2025-01-01
2838,606,MEDIUM,2,0,2025-01-01
2839,436,HIGH,4,0,2025-01-01
2840,396,HIGH,0,500,2025-01-01
2841,462,HIGH,3,1500,2025-01-01
2842,607,MEDIUM,4,0,2025-01-01
2843,704,LOW,1,0,2025-01-01
2844,361,HIGH,1,0,2025-01-01
2845,549,HIGH,0,1500,2025-01-01
2846,618,MEDIUM,1,0,2025-01-01
2847,623,MEDIUM,4,1500,2025-01-01
2848,758,LOW,4,1500,2025-01-01
2849,585,MEDIUM,3,0,2025-01-01
2850,458,HIGH,0,0,2025-01-01
2851,546,HIGH,0,0,2025-01-01
2852,620,MEDIUM,3,1500,2025-01-01
2853,643,MEDIUM,3,500,2025-01-01
2854,577,HIGH,1,0,2025-01-01
2855,731,LOW,4,0,2025-01-01
2856,809,LOW,2,0,2025-01-01
2857,547,HIGH,0,1500,2025-01-01
2858,328,HIGH,2,500,2025-01-01
2859,546,HIGH,2,500,2025-01-01
2860,637,MEDIUM,1,0,2025-01-01
2861,801,LOW,2,1500,2025-01-01
2862,486,HIGH,0,0,2025-01-01
2863,730,LOW,3,0,2025-01-01
2864,692,LOW,1,0,2025-01-01
2865,305,HIGH,2,0,2025-01-01
2866,336,HIGH,3,0,2025-01-01
2867,804,LOW,4,1500,2025-01-01
2868,785,LOW,3,0,2025-01-01
2869,831,LOW,1,1500,2025-01-01
2870,722,LOW,0,0,2025-01-01
2871,680,LOW,2,1500,2025-01-01
2872,477,HIGH,2,0,2025-01-01
2873,556,HIGH,3,0,2025-01-01
2874,543,HIGH,2,1500,2025-01-01
2875,369,HIGH,1,500,2025-01-01
2876,698,LOW,3,0,2025-01-01
2877,738,LOW,2,0,2025-01-01
2878,372,HIGH,2,0,2025-01-01
2879,664,MEDIUM,1,1500,2025-01-01
2880,446,HIGH,0,1500,2025-01-01
2881,308,HIGH,1,0,2025-01-01
2882,371,HIGH,1,0,2025-01-01
2883,652,MEDIUM,1,0,2025-01-01
2884,621,MEDIUM,3,0,2025-01-01
2885,629,MEDIUM,0,1500,2025-01-01
2886,419,HIGH,3,0,2025-01-01
2887,838,LOW,3,0,2025-01-01
2888,383,HIGH,3,0,2025-01-01
2889,322,HIGH,4,0,2025-01-01
2890,480,HIGH,1,0,2025-01-01
2891,484,HIGH,2,0,2025-01-01
2892,799,LOW,3,0,2025-01-01
2893,405,HIGH,4,0,2025-01-01
2894,706,LOW,1,500,2025-01-01
2895,340,HIGH,3,1500,2025-01-01
2896,770,LOW,3,0,2025-01-01
2897,821,LOW,1,500,2025-01-01
2898,834,LOW,4,0,2025-01-01
2899,615,MEDIUM,4,0,2025-01-01
2900,825,LOW,4,0,2025-01-01
2901,456,HIGH,0,500,2025-01-01
2902,444,HIGH,3,0,2025-01-01
2903,548,HIGH,4,0,2025-01-01
2904,436,HIGH,1,0,2025-01-01
2905,670,LOW,0,500,2025-01-01
2906,605,MEDIUM,1,0,2025-01-01
2907,538,HIGH,1,500,2025-01-01
2908,467,HIGH,0,0,2025-01-01
2909,573,HIGH,3,0,2025-01-01
2910,816,LOW,1,500,2025-01-01
2911,789,LOW,0,500,2025-01-01
2912,638,MEDIUM,3,0,2025-01-01
2913,304,HIGH,3,1500,2025-01-01
2914,793,LOW,2,500,2025-01-01
2915,652,MEDIUM,2,500,2025-01-01
2916,700,LOW,0,0,2025-01-01
2917,697,LOW,1,500,2025-01-01
2918,803,LOW,4,1500,2025-01-01
2919,838,LOW,1,0,2025-01-01
2920,698,LOW,0,500,2025-01-01
2921,671,LOW,0,1500,2025-01-01
2922,453,HIGH,2,500,2025-01-01
2923,804,LOW,3,0,2025-01-01
2924,773,LOW,3,500,2025-01-01
2925,641,MEDIUM,4,0,2025-01-01
2926,451,HIGH,2,0,2025-01-01
2927,524,HIGH,3,0,2025-01-01
2928,340,HIGH,3,0,2025-01-01
2929,705,LOW,0,1500,2025-01-01
2930,762,LOW,1,0,2025-01-01
2931,304,HIGH,2,0,2025-01-01
2932,672,LOW,3,1500,2025-01-01
2933,565,HIGH,4,0,2025-01-01
2934,797,LOW,3,0,2025-01-01
2935,381,HIGH,2,0,2025-01-01
2936,664,MEDIUM,0,0,2025-01-01
2937,535,HIGH,2,0,2025-01-01
2938,495,HIGH,0,0,2025-01-01
2939,776,LOW,4,0,2025-01-01
2940,798,LOW,3,0,2025-01-01
2941,474,HIGH,1,0,2025-01-01
2942,750,LOW,4,500,2025-01-01
2943,311,HIGH,3,0,2025-01-01
2944,458,HIGH,4,0,2025-01-01
2945,450,HIGH,4,0,2025-01-01
2946,508,HIGH,2,0,2025-01-01
2947,300,HIGH,4,0,2025-01-01
2948,807,LOW,1,0,2025-01-01
2949,418,HIGH,4,500,2025-01-01
2950,502,HIGH,2,0,2025-01-01
2951,396,HIGH,1,0,2025-01-01
2952,580,MEDIUM,4,1500,2025-01-01
2953,467,HIGH,1,500,2025-01-01
2954,707,LOW,4,0,2025-01-01
2955,692,LOW,3,1500,2025-01-01
2956,632,MEDIUM,4,500,2025-01-01
2957,671,LOW,3,500,2025-01-01
2958,664,MEDIUM,2,0,2025-01-01
2959,369,HIGH,3,0,2025-01-01
2960,839,LOW,2,0,2025-01-01
2961,755,LOW,0,0,2025-01-01
2962,504,HIGH,3,500,2025-01-01
2963,751,LOW,2,0,2025-01-01
2964,830,LOW,3,1500,2025-01-01
2965,469,HIGH,4,1500,2025-01-01
2966,395,HIGH,3,0,2025-01-01
2967,471,HIGH,2,0,2025-01-01
2968,760,LOW,1,500,2025-01-01
2969,667,MEDIUM,0,0,2025-01-01
2970,521,HIGH,1,0,2025-01-01
2971,392,HIGH,2,0,2025-01-01
2972,405,HIGH,1,0,2025-01-01
2973,622,MEDIUM,0,500,2025-01-01
2974,764,LOW,3,0,2025-01-01
